item_id,item_tested,item_category_id,cluster_code,item_category3,item_category3_enc,item_category4,item_category4_enc
6831,False,56,281,Music,8,Music,4
6832,False,58,431,Music,8,Music,4
6833,False,56,281,Music,8,Music,4
6834,True,55,55,Music,8,Music,4
6835,True,55,55,Music,8,Music,4
6836,True,55,2251,Music,8,Music,4
6837,True,58,2251,Music,8,Music,4
6838,False,58,2251,Music,8,Music,4
6839,False,56,2251,Music,8,Music,4
6840,False,56,281,Music,8,Music,4
6841,False,58,431,Music,8,Music,4
6842,False,56,281,Music,8,Music,4
6843,False,56,512,Music,8,Music,4
6844,False,56,2251,Music,8,Music,4
6845,False,55,723,Music,8,Music,4
6846,False,55,55,Music,8,Music,4
6847,True,55,55,Music,8,Music,4
6848,False,55,55,Music,8,Music,4
6849,False,57,57,Music,8,Music,4
6850,False,58,1155,Music,8,Music,4
6851,False,58,1155,Music,8,Music,4
6852,False,59,59,Music,8,Music,4
6853,True,58,431,Music,8,Music,4
6854,False,56,420,Music,8,Music,4
6855,True,58,2068,Music,8,Music,4
6856,False,58,431,Music,8,Music,4
6857,True,55,55,Music,8,Music,4
6858,False,56,281,Music,8,Music,4
6859,False,58,509,Music,8,Music,4
6860,False,56,281,Music,8,Music,4
6861,True,58,431,Music,8,Music,4
6862,False,59,857,Music,8,Music,4
6863,True,55,55,Music,8,Music,4
6864,False,56,2069,Music,8,Music,4
6865,False,56,281,Music,8,Music,4
6866,False,30,2253,Games,4,PC,5
6867,True,58,431,Music,8,Music,4
6868,False,59,857,Music,8,Music,4
6869,False,58,431,Music,8,Music,4
6870,True,58,431,Music,8,Music,4
6871,False,19,1216,Games,4,PlayStation,6
6872,False,23,1216,Games,4,Xbox,7
6873,False,6,6382,Accessories,0,Xbox,7
6874,False,6,6382,Accessories,0,Xbox,7
6875,True,55,938,Music,8,Music,4
6876,False,55,658,Music,8,Music,4
6877,False,55,658,Music,8,Music,4
6878,False,59,658,Music,8,Music,4
6879,False,55,55,Music,8,Music,4
6880,False,55,235,Music,8,Music,4
6881,False,56,281,Music,8,Music,4
6882,True,55,4230,Music,8,Music,4
6883,False,55,4230,Music,8,Music,4
6884,False,59,59,Music,8,Music,4
6885,False,55,937,Music,8,Music,4
6886,False,55,937,Music,8,Music,4
6887,False,59,937,Music,8,Music,4
6888,True,55,937,Music,8,Music,4
6889,False,58,431,Music,8,Music,4
6890,False,55,142,Music,8,Music,4
6891,True,55,192,Music,8,Music,4
6892,False,55,2446,Music,8,Music,4
6893,False,56,2446,Music,8,Music,4
6894,False,55,55,Music,8,Music,4
6895,False,55,3874,Music,8,Music,4
6896,False,55,1238,Music,8,Music,4
6897,False,55,313,Music,8,Music,4
6898,False,31,916,Games,4,PC,5
6899,False,31,766,Games,4,PC,5
6900,False,19,1015,Games,4,PlayStation,6
6901,False,19,4653,Games,4,PlayStation,6
6902,False,19,1421,Games,4,PlayStation,6
6903,True,20,1832,Games,4,PlayStation,6
6904,False,30,475,Games,4,PC,5
6905,False,48,1686,Books,1,PC,5
6906,False,48,1686,Books,1,PC,5
6907,False,48,1551,Books,1,PC,5
6908,False,23,4464,Games,4,Xbox,7
6909,False,23,1287,Games,4,Xbox,7
6910,False,19,1287,Games,4,PlayStation,6
6911,False,21,1287,Games,4,PlayStation,6
6912,False,19,1287,Games,4,PlayStation,6
6913,False,21,1287,Games,4,PlayStation,6
6914,False,21,1287,Games,4,PlayStation,6
6915,False,19,4151,Games,4,PlayStation,6
6916,False,19,11892,Games,4,PlayStation,6
6917,False,23,11892,Games,4,Xbox,7
6918,False,19,4160,Games,4,PlayStation,6
6919,False,21,1815,Games,4,PlayStation,6
6920,False,31,31,Games,4,PC,5
6921,False,19,449,Games,4,PlayStation,6
6922,False,21,1366,Games,4,PlayStation,6
6923,False,30,2253,Games,4,PC,5
6924,False,19,2253,Games,4,PlayStation,6
6925,False,21,21,Games,4,PlayStation,6
6926,True,30,2253,Games,4,PC,5
6927,True,31,2333,Games,4,PC,5
6928,True,19,2333,Games,4,PlayStation,6
6929,False,20,2333,Games,4,PlayStation,6
6930,False,23,2333,Games,4,Xbox,7
6931,True,57,57,Music,8,Music,4
6932,False,31,1508,Games,4,PC,5
6933,False,31,1508,Games,4,PC,5
6934,False,31,1508,Games,4,PC,5
6935,False,31,1508,Games,4,PC,5
6936,False,31,31,Games,4,PC,5
6937,False,31,1777,Games,4,PC,5
6938,True,31,1777,Games,4,PC,5
6939,False,31,2198,Games,4,PC,5
6940,True,31,2198,Games,4,PC,5
6941,False,31,766,Games,4,PC,5
6942,False,31,1477,Games,4,PC,5
6943,False,31,2198,Games,4,PC,5
6944,False,31,2253,Games,4,PC,5
6945,False,31,5061,Games,4,PC,5
6946,True,31,6229,Games,4,PC,5
6947,True,31,3523,Games,4,PC,5
6948,True,31,3523,Games,4,PC,5
6949,False,31,3531,Games,4,PC,5
6950,False,31,3531,Games,4,PC,5
6951,True,31,2892,Games,4,PC,5
6952,True,31,2892,Games,4,PC,5
6953,True,28,2457,Games,4,PC,5
6954,False,28,2457,Games,4,PC,5
6955,True,31,2457,Games,4,PC,5
6956,True,31,2457,Games,4,PC,5
6957,True,31,2457,Games,4,PC,5
6958,True,31,2457,Games,4,PC,5
6959,True,31,2457,Games,4,PC,5
6960,True,31,306,Games,4,PC,5
6961,False,31,2253,Games,4,PC,5
6962,False,30,2253,Games,4,PC,5
6963,False,31,3027,Games,4,PC,5
6964,False,31,1019,Games,4,PC,5
6965,False,30,493,Games,4,PC,5
6966,False,31,3264,Games,4,PC,5
6967,False,31,3264,Games,4,PC,5
6968,False,31,3264,Games,4,PC,5
6969,False,31,3264,Games,4,PC,5
6970,False,31,3264,Games,4,PC,5
6971,False,31,3264,Games,4,PC,5
6972,False,31,3264,Games,4,PC,5
6973,False,31,3264,Games,4,PC,5
6974,False,31,3264,Games,4,PC,5
6975,False,31,3264,Games,4,PC,5
6976,False,31,3264,Games,4,PC,5
6977,False,31,3264,Games,4,PC,5
6978,False,31,3264,Games,4,PC,5
6979,False,31,3264,Games,4,PC,5
6980,False,31,3264,Games,4,PC,5
6981,False,31,3264,Games,4,PC,5
6982,False,31,3264,Games,4,PC,5
6983,False,31,3264,Games,4,PC,5
6984,False,31,3264,Games,4,PC,5
6985,False,31,3264,Games,4,PC,5
6986,False,31,3264,Games,4,PC,5
6987,False,31,3264,Games,4,PC,5
6988,False,31,3264,Games,4,PC,5
6989,False,31,3264,Games,4,PC,5
6990,False,31,3264,Games,4,PC,5
6991,False,31,3423,Games,4,PC,5
6992,False,31,3668,Games,4,PC,5
6993,False,19,6143,Games,4,PlayStation,6
6994,True,20,6143,Games,4,PlayStation,6
6995,False,24,6143,Games,4,Xbox,7
6996,True,20,2588,Games,4,PlayStation,6
6997,False,31,31,Games,4,PC,5
6998,False,30,4148,Games,4,PC,5
6999,False,31,4148,Games,4,PC,5
7000,False,28,4148,Games,4,PC,5
7001,False,19,4148,Games,4,PlayStation,6
7002,False,23,4148,Games,4,Xbox,7
7003,True,30,2253,Games,4,PC,5
7004,True,28,3264,Games,4,PC,5
7005,True,19,1214,Games,4,PlayStation,6
7006,True,20,1214,Games,4,PlayStation,6
7007,True,23,4294,Games,4,Xbox,7
7008,True,31,1214,Games,4,PC,5
7009,False,2,2407,Accessories,0,PlayStation,6
7010,False,31,2253,Games,4,PC,5
7011,False,30,2253,Games,4,PC,5
7012,False,31,3531,Games,4,PC,5
7013,False,31,4398,Games,4,PC,5
7014,False,19,4398,Games,4,PlayStation,6
7015,False,23,4398,Games,4,Xbox,7
7016,False,30,1523,Games,4,PC,5
7017,False,31,385,Games,4,PC,5
7018,True,30,3668,Games,4,PC,5
7019,True,23,2017,Games,4,Xbox,7
7020,False,24,2191,Games,4,Xbox,7
7021,False,29,4336,Games,4,PC,5
7022,False,23,4336,Games,4,Xbox,7
7023,False,31,385,Games,4,PC,5
7024,False,31,385,Games,4,PC,5
7025,False,31,385,Games,4,PC,5
7026,False,31,2541,Games,4,PC,5
7027,False,19,1452,Games,4,PlayStation,6
7028,False,21,13739,Games,4,PlayStation,6
7029,True,19,13739,Games,4,PlayStation,6
7030,False,31,13739,Games,4,PC,5
7031,False,31,13739,Games,4,PC,5
7032,False,31,13739,Games,4,PC,5
7033,False,31,13739,Games,4,PC,5
7034,False,31,13739,Games,4,PC,5
7035,False,30,2253,Games,4,PC,5
7036,False,19,4983,Games,4,PlayStation,6
7037,False,21,4983,Games,4,PlayStation,6
7038,True,31,4983,Games,4,PC,5
7039,True,20,4983,Games,4,PlayStation,6
7040,False,21,8714,Games,4,PlayStation,6
7041,False,31,8714,Games,4,PC,5
7042,True,31,8714,Games,4,PC,5
7043,False,31,8714,Games,4,PC,5
7044,False,31,8714,Games,4,PC,5
7045,False,31,8714,Games,4,PC,5
7046,False,19,8714,Games,4,PlayStation,6
7047,True,30,8714,Games,4,PC,5
7048,False,29,8714,Games,4,PC,5
7049,False,19,8714,Games,4,PlayStation,6
7050,False,23,8714,Games,4,Xbox,7
7051,False,29,8714,Games,4,PC,5
7052,False,19,8714,Games,4,PlayStation,6
7053,False,23,8714,Games,4,Xbox,7
7054,True,28,8714,Games,4,PC,5
7055,False,19,8714,Games,4,PlayStation,6
7056,False,23,8714,Games,4,Xbox,7
7057,True,31,1777,Games,4,PC,5
7058,True,31,2549,Games,4,PC,5
7059,True,23,13739,Games,4,Xbox,7
7060,False,19,13739,Games,4,PlayStation,6
7061,False,23,13739,Games,4,Xbox,7
7062,False,19,13739,Games,4,PlayStation,6
7063,False,23,13739,Games,4,Xbox,7
7064,False,30,13739,Games,4,PC,5
7065,False,28,13739,Games,4,PC,5
7066,False,28,13739,Games,4,PC,5
7067,True,23,2366,Games,4,Xbox,7
7068,False,28,3670,Games,4,PC,5
7069,False,21,2366,Games,4,PlayStation,6
7070,True,30,2253,Games,4,PC,5
7071,True,19,2366,Games,4,PlayStation,6
7072,True,23,2366,Games,4,Xbox,7
7073,False,19,2366,Games,4,PlayStation,6
7074,False,23,2366,Games,4,Xbox,7
7075,True,20,2366,Games,4,PlayStation,6
7076,False,19,2366,Games,4,PlayStation,6
7077,False,23,2366,Games,4,Xbox,7
7078,False,19,2366,Games,4,PlayStation,6
7079,False,27,3531,Games,4,PC,5
7080,False,19,3155,Games,4,PlayStation,6
7081,False,30,2253,Games,4,PC,5
7082,False,28,3670,Games,4,PC,5
7083,False,31,31,Games,4,PC,5
7084,False,31,1721,Games,4,PC,5
7085,True,28,2449,Games,4,PC,5
7086,False,31,2592,Games,4,PC,5
7087,True,30,2449,Games,4,PC,5
7088,True,31,2592,Games,4,PC,5
7089,False,31,2592,Games,4,PC,5
7090,False,31,2592,Games,4,PC,5
7091,False,31,2592,Games,4,PC,5
7092,False,31,2592,Games,4,PC,5
7093,True,31,2592,Games,4,PC,5
7094,True,31,2592,Games,4,PC,5
7095,True,31,1475,Games,4,PC,5
7096,False,30,2253,Games,4,PC,5
7097,False,29,3198,Games,4,PC,5
7098,False,28,3198,Games,4,PC,5
7099,False,31,2383,Games,4,PC,5
7100,False,31,2383,Games,4,PC,5
7101,False,31,2383,Games,4,PC,5
7102,False,31,2383,Games,4,PC,5
7103,False,31,2383,Games,4,PC,5
7104,True,31,2383,Games,4,PC,5
7105,False,31,2383,Games,4,PC,5
7106,False,31,2383,Games,4,PC,5
7107,False,31,2383,Games,4,PC,5
7108,False,31,2383,Games,4,PC,5
7109,True,31,1721,Games,4,PC,5
7110,False,31,1721,Games,4,PC,5
7111,False,31,1721,Games,4,PC,5
7112,False,31,1721,Games,4,PC,5
7113,False,31,1721,Games,4,PC,5
7114,False,31,1721,Games,4,PC,5
7115,False,27,3531,Games,4,PC,5
7116,False,31,1721,Games,4,PC,5
7117,False,31,1721,Games,4,PC,5
7118,False,30,2449,Games,4,PC,5
7119,False,28,3198,Games,4,PC,5
7120,False,30,2253,Games,4,PC,5
7121,False,31,1721,Games,4,PC,5
7122,False,28,2449,Games,4,PC,5
7123,False,28,3198,Games,4,PC,5
7124,True,31,2592,Games,4,PC,5
7125,False,22,1239,Games,4,PlayStation,6
7126,False,31,320,Games,4,PC,5
7127,False,75,4686,Software,10,PC,5
7128,False,75,4686,Software,10,PC,5
7129,False,30,3668,Games,4,PC,5
7130,False,30,2253,Games,4,PC,5
7131,False,28,3264,Games,4,PC,5
7132,False,19,1815,Games,4,PlayStation,6
7133,True,19,2257,Games,4,PlayStation,6
7134,True,20,2257,Games,4,PlayStation,6
7135,True,23,2257,Games,4,Xbox,7
7136,True,24,1421,Games,4,Xbox,7
7137,False,21,1570,Games,4,PlayStation,6
7138,False,19,1570,Games,4,PlayStation,6
7139,False,23,499,Games,4,Xbox,7
7140,False,31,1777,Games,4,PC,5
7141,False,30,3668,Games,4,PC,5
7142,False,20,1700,Games,4,PlayStation,6
7143,False,31,1700,Games,4,PC,5
7144,False,31,1700,Games,4,PC,5
7145,False,31,1700,Games,4,PC,5
7146,True,20,5054,Games,4,PlayStation,6
7147,True,24,5054,Games,4,Xbox,7
7148,False,19,1826,Games,4,PlayStation,6
7149,False,71,1220,Gifts,5,Gifts,2
7150,False,30,1019,Games,4,PC,5
7151,False,30,1015,Games,4,PC,5
7152,False,30,320,Games,4,PC,5
7153,False,2,1243,Accessories,0,PlayStation,6
7154,False,2,4536,Accessories,0,PlayStation,6
7155,False,31,31,Games,4,PC,5
7156,False,55,55,Music,8,Music,4
7157,False,55,767,Music,8,Music,4
7158,False,56,767,Music,8,Music,4
7159,True,55,780,Music,8,Music,4
7160,False,56,673,Music,8,Music,4
7161,True,58,673,Music,8,Music,4
7162,False,59,59,Music,8,Music,4
7163,False,58,58,Music,8,Music,4
7164,False,28,3423,Games,4,PC,5
7165,False,23,1816,Games,4,Xbox,7
7166,False,19,1816,Games,4,PlayStation,6
7167,False,19,1806,Games,4,PlayStation,6
7168,False,19,1806,Games,4,PlayStation,6
7169,False,19,1806,Games,4,PlayStation,6
7170,False,23,1806,Games,4,Xbox,7
7171,False,23,3292,Games,4,Xbox,7
7172,True,20,1806,Games,4,PlayStation,6
7173,True,24,1421,Games,4,Xbox,7
7174,False,31,1777,Games,4,PC,5
7175,False,30,493,Games,4,PC,5
7176,False,55,55,Music,8,Music,4
7177,False,55,1158,Music,8,Music,4
7178,False,56,738,Music,8,Music,4
7179,False,56,738,Music,8,Music,4
7180,False,58,58,Music,8,Music,4
7181,False,56,281,Music,8,Music,4
7182,False,56,1380,Music,8,Music,4
7183,False,56,281,Music,8,Music,4
7184,False,56,1804,Music,8,Music,4
7185,False,58,58,Music,8,Music,4
7186,False,58,3833,Music,8,Music,4
7187,True,55,55,Music,8,Music,4
7188,False,58,58,Music,8,Music,4
7189,False,56,281,Music,8,Music,4
7190,False,56,281,Music,8,Music,4
7191,False,69,1340,Gifts,5,Gifts,2
7192,False,69,1340,Gifts,5,Gifts,2
7193,False,69,415,Gifts,5,Gifts,2
7194,False,69,415,Gifts,5,Gifts,2
7195,False,69,415,Gifts,5,Gifts,2
7196,False,69,415,Gifts,5,Gifts,2
7197,False,69,415,Gifts,5,Gifts,2
7198,False,69,415,Gifts,5,Gifts,2
7199,False,69,415,Gifts,5,Gifts,2
7200,False,55,55,Music,8,Music,4
7201,False,30,2608,Games,4,PC,5
7202,True,30,2253,Games,4,PC,5
7203,True,30,2253,Games,4,PC,5
7204,False,30,2253,Games,4,PC,5
7205,False,30,4148,Games,4,PC,5
7206,False,30,2253,Games,4,PC,5
7207,False,30,7805,Games,4,PC,5
7208,False,22,7167,Games,4,PlayStation,6
7209,False,19,7167,Games,4,PlayStation,6
7210,False,23,7167,Games,4,Xbox,7
7211,True,30,6295,Games,4,PC,5
7212,False,19,6295,Games,4,PlayStation,6
7213,True,19,1214,Games,4,PlayStation,6
7214,False,19,1214,Games,4,PlayStation,6
7215,True,19,4449,Games,4,PlayStation,6
7216,False,19,4449,Games,4,PlayStation,6
7217,False,19,4449,Games,4,PlayStation,6
7218,False,19,6229,Games,4,PlayStation,6
7219,False,19,4449,Games,4,PlayStation,6
7220,True,22,1106,Games,4,PlayStation,6
7221,False,19,4449,Games,4,PlayStation,6
7222,False,19,4449,Games,4,PlayStation,6
7223,True,20,5653,Games,4,PlayStation,6
7224,True,20,5653,Games,4,PlayStation,6
7225,False,31,31,Games,4,PC,5
7226,False,22,1106,Games,4,PlayStation,6
7227,False,2,1898,Accessories,0,PlayStation,6
7228,False,2,1898,Accessories,0,PlayStation,6
7229,False,2,1898,Accessories,0,PlayStation,6
7230,True,3,1282,Accessories,0,PlayStation,6
7231,True,3,1120,Accessories,0,PlayStation,6
7232,True,3,1120,Accessories,0,PlayStation,6
7233,True,3,1120,Accessories,0,PlayStation,6
7234,False,2,1898,Accessories,0,PlayStation,6
7235,True,3,1120,Accessories,0,PlayStation,6
7236,False,31,31,Games,4,PC,5
7237,False,75,4094,Software,10,PC,5
7238,False,75,4094,Software,10,PC,5
7239,False,75,1082,Software,10,PC,5
7240,False,75,4094,Software,10,PC,5
7241,False,75,2388,Software,10,PC,5
7242,False,37,4027,Movies,7,Movies,3
7243,False,40,4027,Movies,7,Movies,3
7244,False,55,682,Music,8,Music,4
7245,False,55,682,Music,8,Music,4
7246,False,55,55,Music,8,Music,4
7247,False,55,801,Music,8,Music,4
7248,False,55,154,Music,8,Music,4
7249,False,55,154,Music,8,Music,4
7250,False,55,887,Music,8,Music,4
7251,False,55,682,Music,8,Music,4
7252,True,55,1489,Music,8,Music,4
7253,False,55,5768,Music,8,Music,4
7254,False,55,161,Music,8,Music,4
7255,True,55,762,Music,8,Music,4
7256,True,55,2016,Music,8,Music,4
7257,False,55,197,Music,8,Music,4
7258,False,55,887,Music,8,Music,4
7259,False,55,233,Music,8,Music,4
7260,False,57,57,Music,8,Music,4
7261,False,55,935,Music,8,Music,4
7262,False,55,737,Music,8,Music,4
7263,False,55,1920,Music,8,Music,4
7264,False,55,427,Music,8,Music,4
7265,False,55,197,Music,8,Music,4
7266,False,55,197,Music,8,Music,4
7267,True,57,1489,Music,8,Music,4
7268,False,57,930,Music,8,Music,4
7269,False,55,235,Music,8,Music,4
7270,True,55,762,Music,8,Music,4
7271,False,55,197,Music,8,Music,4
7272,False,55,197,Music,8,Music,4
7273,False,55,693,Music,8,Music,4
7274,False,55,682,Music,8,Music,4
7275,False,55,161,Music,8,Music,4
7276,False,60,395,Music,8,Music,4
7277,False,55,197,Music,8,Music,4
7278,False,55,828,Music,8,Music,4
7279,False,55,753,Music,8,Music,4
7280,False,56,935,Music,8,Music,4
7281,False,60,937,Music,8,Music,4
7282,False,56,850,Music,8,Music,4
7283,False,56,850,Music,8,Music,4
7284,False,56,850,Music,8,Music,4
7285,False,56,850,Music,8,Music,4
7286,True,55,197,Music,8,Music,4
7287,False,55,850,Music,8,Music,4
7288,False,55,850,Music,8,Music,4
7289,False,55,850,Music,8,Music,4
7290,False,55,850,Music,8,Music,4
7291,False,55,850,Music,8,Music,4
7292,False,55,850,Music,8,Music,4
7293,False,55,197,Music,8,Music,4
7294,False,55,693,Music,8,Music,4
7295,False,56,481,Music,8,Music,4
7296,False,55,154,Music,8,Music,4
7297,False,55,154,Music,8,Music,4
7298,False,55,762,Music,8,Music,4
7299,False,55,239,Music,8,Music,4
7300,False,60,395,Music,8,Music,4
7301,False,57,930,Music,8,Music,4
7302,False,55,313,Music,8,Music,4
7303,False,55,197,Music,8,Music,4
7304,False,55,197,Music,8,Music,4
7305,False,57,930,Music,8,Music,4
7306,False,55,197,Music,8,Music,4
7307,False,55,693,Music,8,Music,4
7308,True,55,762,Music,8,Music,4
7309,False,55,313,Music,8,Music,4
7310,False,55,930,Music,8,Music,4
7311,False,57,930,Music,8,Music,4
7312,False,57,930,Music,8,Music,4
7313,False,57,930,Music,8,Music,4
7314,False,55,930,Music,8,Music,4
7315,True,55,930,Music,8,Music,4
7316,False,55,930,Music,8,Music,4
7317,False,57,930,Music,8,Music,4
7318,False,55,930,Music,8,Music,4
7319,False,55,930,Music,8,Music,4
7320,False,55,930,Music,8,Music,4
7321,False,55,930,Music,8,Music,4
7322,False,55,930,Music,8,Music,4
7323,False,55,930,Music,8,Music,4
7324,True,55,930,Music,8,Music,4
7325,False,55,197,Music,8,Music,4
7326,False,55,693,Music,8,Music,4
7327,True,55,197,Music,8,Music,4
7328,True,55,938,Music,8,Music,4
7329,False,55,693,Music,8,Music,4
7330,False,55,693,Music,8,Music,4
7331,True,55,693,Music,8,Music,4
7332,False,55,693,Music,8,Music,4
7333,False,55,693,Music,8,Music,4
7334,False,55,1581,Music,8,Music,4
7335,False,55,693,Music,8,Music,4
7336,False,55,693,Music,8,Music,4
7337,True,55,693,Music,8,Music,4
7338,True,55,693,Music,8,Music,4
7339,False,57,930,Music,8,Music,4
7340,False,55,693,Music,8,Music,4
7341,False,55,762,Music,8,Music,4
7342,True,55,762,Music,8,Music,4
7343,False,55,762,Music,8,Music,4
7344,False,55,693,Music,8,Music,4
7345,False,55,693,Music,8,Music,4
7346,False,55,693,Music,8,Music,4
7347,False,55,762,Music,8,Music,4
7348,False,55,313,Music,8,Music,4
7349,False,55,197,Music,8,Music,4
7350,True,55,197,Music,8,Music,4
7351,False,55,197,Music,8,Music,4
7352,False,55,787,Music,8,Music,4
7353,False,55,887,Music,8,Music,4
7354,False,55,197,Music,8,Music,4
7355,False,57,792,Music,8,Music,4
7356,False,55,762,Music,8,Music,4
7357,False,55,197,Music,8,Music,4
7358,False,55,693,Music,8,Music,4
7359,False,55,154,Music,8,Music,4
7360,False,57,730,Music,8,Music,4
7361,False,55,762,Music,8,Music,4
7362,False,56,937,Music,8,Music,4
7363,False,55,937,Music,8,Music,4
7364,False,55,693,Music,8,Music,4
7365,False,55,693,Music,8,Music,4
7366,False,55,693,Music,8,Music,4
7367,False,55,693,Music,8,Music,4
7368,False,55,693,Music,8,Music,4
7369,False,55,693,Music,8,Music,4
7370,False,59,2707,Music,8,Music,4
7371,False,55,930,Music,8,Music,4
7372,False,55,693,Music,8,Music,4
7373,False,55,693,Music,8,Music,4
7374,False,57,235,Music,8,Music,4
7375,False,55,762,Music,8,Music,4
7376,False,55,867,Music,8,Music,4
7377,False,57,57,Music,8,Music,4
7378,False,55,693,Music,8,Music,4
7379,False,55,55,Music,8,Music,4
7380,False,55,762,Music,8,Music,4
7381,False,55,762,Music,8,Music,4
7382,False,55,762,Music,8,Music,4
7383,False,59,930,Music,8,Music,4
7384,True,55,295,Music,8,Music,4
7385,False,55,693,Music,8,Music,4
7386,False,55,762,Music,8,Music,4
7387,False,55,197,Music,8,Music,4
7388,False,55,693,Music,8,Music,4
7389,False,55,197,Music,8,Music,4
7390,True,55,762,Music,8,Music,4
7391,False,55,850,Music,8,Music,4
7392,False,55,850,Music,8,Music,4
7393,True,55,850,Music,8,Music,4
7394,False,55,938,Music,8,Music,4
7395,False,55,938,Music,8,Music,4
7396,False,55,762,Music,8,Music,4
7397,True,55,762,Music,8,Music,4
7398,True,55,762,Music,8,Music,4
7399,False,55,762,Music,8,Music,4
7400,False,55,762,Music,8,Music,4
7401,False,55,863,Music,8,Music,4
7402,False,55,863,Music,8,Music,4
7403,False,55,313,Music,8,Music,4
7404,False,55,682,Music,8,Music,4
7405,False,55,682,Music,8,Music,4
7406,False,55,313,Music,8,Music,4
7407,False,55,197,Music,8,Music,4
7408,False,56,281,Music,8,Music,4
7409,True,55,197,Music,8,Music,4
7410,False,55,197,Music,8,Music,4
7411,False,55,1489,Music,8,Music,4
7412,False,55,1489,Music,8,Music,4
7413,False,55,197,Music,8,Music,4
7414,False,55,313,Music,8,Music,4
7415,False,59,112,Music,8,Music,4
7416,False,55,233,Music,8,Music,4
7417,False,55,658,Music,8,Music,4
7418,False,55,313,Music,8,Music,4
7419,False,60,395,Music,8,Music,4
7420,False,60,395,Music,8,Music,4
7421,False,60,395,Music,8,Music,4
7422,False,55,693,Music,8,Music,4
7423,False,55,55,Music,8,Music,4
7424,False,57,57,Music,8,Music,4
7425,False,55,161,Music,8,Music,4
7426,False,55,313,Music,8,Music,4
7427,False,55,801,Music,8,Music,4
7428,False,55,1489,Music,8,Music,4
7429,False,55,161,Music,8,Music,4
7430,False,55,197,Music,8,Music,4
7431,False,55,762,Music,8,Music,4
7432,False,55,762,Music,8,Music,4
7433,False,55,762,Music,8,Music,4
7434,False,56,2683,Music,8,Music,4
7435,False,55,1579,Music,8,Music,4
7436,False,55,521,Music,8,Music,4
7437,False,55,1345,Music,8,Music,4
7438,False,55,139,Music,8,Music,4
7439,False,55,55,Music,8,Music,4
7440,True,57,235,Music,8,Music,4
7441,False,57,57,Music,8,Music,4
7442,False,55,762,Music,8,Music,4
7443,False,55,753,Music,8,Music,4
7444,False,55,753,Music,8,Music,4
7445,False,55,235,Music,8,Music,4
7446,False,57,235,Music,8,Music,4
7447,False,59,2707,Music,8,Music,4
7448,False,55,1986,Music,8,Music,4
7449,False,59,857,Music,8,Music,4
7450,False,59,849,Music,8,Music,4
7451,False,56,414,Music,8,Music,4
7452,True,55,55,Music,8,Music,4
7453,False,55,197,Music,8,Music,4
7454,False,55,693,Music,8,Music,4
7455,False,55,239,Music,8,Music,4
7456,False,55,313,Music,8,Music,4
7457,False,55,887,Music,8,Music,4
7458,True,55,233,Music,8,Music,4
7459,True,55,762,Music,8,Music,4
7460,True,55,272,Music,8,Music,4
7461,False,55,313,Music,8,Music,4
7462,True,55,693,Music,8,Music,4
7463,False,55,197,Music,8,Music,4
7464,False,55,693,Music,8,Music,4
7465,False,55,693,Music,8,Music,4
7466,False,55,863,Music,8,Music,4
7467,False,55,863,Music,8,Music,4
7468,False,57,682,Music,8,Music,4
7469,False,55,682,Music,8,Music,4
7470,False,55,682,Music,8,Music,4
7471,False,55,682,Music,8,Music,4
7472,False,55,682,Music,8,Music,4
7473,False,55,682,Music,8,Music,4
7474,False,57,930,Music,8,Music,4
7475,False,55,930,Music,8,Music,4
7476,False,55,1489,Music,8,Music,4
7477,False,55,1489,Music,8,Music,4
7478,False,55,1489,Music,8,Music,4
7479,False,55,1489,Music,8,Music,4
7480,False,55,1489,Music,8,Music,4
7481,False,55,313,Music,8,Music,4
7482,False,55,313,Music,8,Music,4
7483,False,55,313,Music,8,Music,4
7484,False,57,930,Music,8,Music,4
7485,False,55,393,Music,8,Music,4
7486,False,55,393,Music,8,Music,4
7487,False,55,762,Music,8,Music,4
7488,False,55,313,Music,8,Music,4
7489,False,55,313,Music,8,Music,4
7490,False,55,197,Music,8,Music,4
7491,False,55,197,Music,8,Music,4
7492,False,55,197,Music,8,Music,4
7493,True,55,197,Music,8,Music,4
7494,False,55,762,Music,8,Music,4
7495,False,55,762,Music,8,Music,4
7496,False,55,762,Music,8,Music,4
7497,False,55,521,Music,8,Music,4
7498,False,55,521,Music,8,Music,4
7499,True,55,521,Music,8,Music,4
7500,False,55,521,Music,8,Music,4
7501,False,55,521,Music,8,Music,4
7502,False,55,521,Music,8,Music,4
7503,False,55,521,Music,8,Music,4
7504,False,57,57,Music,8,Music,4
7505,False,57,730,Music,8,Music,4
7506,False,57,819,Music,8,Music,4
7507,True,55,955,Music,8,Music,4
7508,True,55,955,Music,8,Music,4
7509,False,55,313,Music,8,Music,4
7510,False,55,1486,Music,8,Music,4
7511,False,55,955,Music,8,Music,4
7512,False,55,955,Music,8,Music,4
7513,False,55,955,Music,8,Music,4
7514,False,59,955,Music,8,Music,4
7515,False,57,863,Music,8,Music,4
7516,False,55,930,Music,8,Music,4
7517,False,55,930,Music,8,Music,4
7518,False,57,57,Music,8,Music,4
7519,False,55,930,Music,8,Music,4
7520,False,55,154,Music,8,Music,4
7521,False,57,699,Music,8,Music,4
7522,False,55,55,Music,8,Music,4
7523,False,55,295,Music,8,Music,4
7524,True,55,295,Music,8,Music,4
7525,False,55,295,Music,8,Music,4
