item_id,i_cat_id,item_name,i_tested,clean_item_name,delim_name_list,d_len,d_maxgram
2107,59,CENTR Videos DVD,False,centr videos dvd,['centr videos dvd'],1,3
2108,55,CENTR Swing,False,centr swing,['centr swing'],1,2
2109,55,CENTR New Collection,False,centr new collection,['centr new collection'],1,3
2110,57,CENTR complete collection of tracks (mp3-CD) (jewel),False,centr complete collection of tracks mp3cd jewel,"['centr complete collection of tracks', 'mp3cd', 'jewel']",3,5
2111,55,CENTR Ether normal,False,centr ether normal,['centr ether normal'],1,3
2112,56,CHALLE CLAUDE The Best Of 3CD 2 (firms).,False,challe claude the best of 3cd 2 firms,"['challe claude the best of 3cd 2', 'firms']",2,7
2113,56,CHALLE CLAUDE & JEAN-MARC Select 5 Music For Our Friends 2CD (firms).,False,challe claude jeanmarc select 5 music for our friends 2cd firms,"['challe claude jeanmarc select 5 music for our friends 2cd', 'firms']",2,10
2114,58,CHARLES RAY 24 Greatest Hits 2LP,False,charles ray 24 greatest hits 2lp,['charles ray 24 greatest hits 2lp'],1,6
2115,55,CHARLES RAY Antology Blues & Jazz 2CD,False,charles ray antology blues jazz 2cd,['charles ray antology blues jazz 2cd'],1,6
2116,58,CHARLES RAY Genius + Soul = Jazz 180 GRAMM LP,False,charles ray genius soul jazz 180 gramm lp,['charles ray genius soul jazz 180 gramm lp'],1,8
2117,55,CHARLES RAY Genius Lovers Company,False,charles ray genius lovers company,['charles ray genius lovers company'],1,5
2118,58,CHARLES RAY Genius Loves Company 2LP,False,charles ray genius loves company 2lp,['charles ray genius loves company 2lp'],1,6
2119,58,CHARLES RAY Genius Sings The Blues LP,True,charles ray genius sings the blues lp,['charles ray genius sings the blues lp'],1,7
2120,55,CHARLES RAY Original Artist Original Songs 2CD,False,charles ray original artist original songs 2cd,['charles ray original artist original songs 2cd'],1,7
2121,55,CHARLES RAY The Definitive 2CD,False,charles ray the definitive 2cd,['charles ray the definitive 2cd'],1,5
2122,58,CHARLES RAY The Great Ray Charles LP,False,charles ray the great ray charles lp,['charles ray the great ray charles lp'],1,7
2123,55,CHARLES RAY The Very Best Of,False,charles ray the very best of,['charles ray the very best of'],1,6
2124,55,CHARLES RAY Trilogy 3CD,False,charles ray trilogy 3cd,['charles ray trilogy 3cd'],1,4
2125,55,CHEMICAL BROTHERS Don`t Think CD + DVD,False,chemical brothers dont think cd dvd,['chemical brothers dont think cd dvd'],1,6
2126,55,CHEMICAL BROTHERS Further,False,chemical brothers further,['chemical brothers further'],1,3
2127,55,CHEMICAL BROTHERS We Are The Night,False,chemical brothers we are the night,['chemical brothers we are the night'],1,6
2128,56,CHEMICAL BROTHERS Come With Us (companies),False,chemical brothers come with us companies,"['chemical brothers come with us', 'companies']",2,5
2129,55,CHER Closer To The Truth,True,cher closer to the truth,['cher closer to the truth'],1,5
2130,55,CHER Closer To The Truth Deluxe Edition (businesses).,False,cher closer to the truth deluxe edition businesses,"['cher closer to the truth deluxe edition', 'businesses']",2,7
2131,55,CHILDREN OF BODOM I Worship Chaos,True,children of bodom i worship chaos,['children of bodom i worship chaos'],1,6
2132,55,"CHILDREN OF BODOM Relentless, Reckless Forever",False,children of bodom relentless reckless forever,['children of bodom relentless reckless forever'],1,6
2133,55,CHRISTOPHE GOZE A Day In Ibiza 2 (digipack),False,christophe goze a day in ibiza 2 digipack,"['christophe goze a day in ibiza 2', 'digipack']",2,7
2134,55,CINEMA BIZARRE Final Attraction,False,cinema bizarre final attraction,['cinema bizarre final attraction'],1,4
2135,40,CIRQUE DU SOLEIL: FAIRYTALE WORLD,False,cirque du soleil fairytale world,"['cirque du soleil', 'fairytale world']",2,3
2136,38,CIRQUE DU SOLEIL: Fairy-tale world (3D BD),False,cirque du soleil fairytale world 3d bd,"['cirque du soleil', 'fairytale world', '3d bd']",3,3
2137,37,CIRQUE DU SOLEIL: FAB MIR (BD),False,cirque du soleil fab mir bd,"['cirque du soleil', 'fab mir', 'bd']",3,3
2138,55,CIVIL WAR Gods And Generals,False,civil war gods and generals,['civil war gods and generals'],1,5
2139,55,CLAPTON ERIC & WYNTON MARSALIS Play The Blues Live From Jazz At Lincoln Center,False,clapton eric wynton marsalis play the blues live from jazz at lincoln center,['clapton eric wynton marsalis play the blues live from jazz at lincoln center'],1,13
2140,55,CLAPTON ERIC & FRIENDS The Breeze An Appreciation of JJ Cale,True,clapton eric friends the breeze an appreciation of jj cale,['clapton eric friends the breeze an appreciation of jj cale'],1,10
2141,58,CLAPTON ERIC & FRIENDS The Breeze An Appreciation of JJ Cale 2LP,True,clapton eric friends the breeze an appreciation of jj cale 2lp,['clapton eric friends the breeze an appreciation of jj cale 2lp'],1,11
2142,59,CLAPTON ERIC 24 Nights Chronicles 2DVD (Companies).,False,clapton eric 24 nights chronicles 2dvd companies,"['clapton eric 24 nights chronicles 2dvd', 'companies']",2,6
2143,58,CLAPTON ERIC 461 Ocean Boulevard LP,False,clapton eric 461 ocean boulevard lp,['clapton eric 461 ocean boulevard lp'],1,6
2144,55,CLAPTON ERIC Chronicles The Best (rem.),False,clapton eric chronicles the best rem,"['clapton eric chronicles the best', 'rem']",2,5
2145,55,CLAPTON ERIC Clapton,False,clapton eric clapton,['clapton eric clapton'],1,3
2146,58,CLAPTON ERIC Clapton 2LP,False,clapton eric clapton 2lp,['clapton eric clapton 2lp'],1,4
2147,56,CLAPTON ERIC Clapton (firms).,False,clapton eric clapton firms,"['clapton eric clapton', 'firms']",2,3
2148,59,CLAPTON ERIC Clapton Chronicles The Best Of Eric Clapton DVD,False,clapton eric clapton chronicles the best of eric clapton dvd,['clapton eric clapton chronicles the best of eric clapton dvd'],1,10
2149,59,CLAPTON ERIC Crossroads Guitar Festival 2007 2DVD,False,clapton eric crossroads guitar festival 2007 2dvd,['clapton eric crossroads guitar festival 2007 2dvd'],1,7
2150,59,CLAPTON ERIC Crossroads Guitar Festival 2010 2DVD,False,clapton eric crossroads guitar festival 2010 2dvd,['clapton eric crossroads guitar festival 2010 2dvd'],1,7
2151,59,CLAPTON ERIC Crossroads Guitar Festival 2010 2Blu-Ray (firms).,False,clapton eric crossroads guitar festival 2010 2bluray firms,"['clapton eric crossroads guitar festival 2010 2bluray', 'firms']",2,7
2152,55,CLAPTON ERIC Forever Man Best Of 2CD,True,clapton eric forever man best of 2cd,['clapton eric forever man best of 2cd'],1,7
2153,58,CLAPTON ERIC Forever Man The Best Of Eric Clapton 2LP,True,clapton eric forever man the best of eric clapton 2lp,['clapton eric forever man the best of eric clapton 2lp'],1,10
2154,58,CLAPTON ERIC Money & Cigarettes LP,False,clapton eric money cigarettes lp,['clapton eric money cigarettes lp'],1,5
2155,55,CLAPTON ERIC Money And Cigarettes,False,clapton eric money and cigarettes,['clapton eric money and cigarettes'],1,5
2156,58,CLAPTON ERIC Old Sock 2LP,False,clapton eric old sock 2lp,['clapton eric old sock 2lp'],1,5
2157,56,CLAPTON ERIC Sessions For Robert J (companies).,False,clapton eric sessions for robert j companies,"['clapton eric sessions for robert j', 'companies']",2,6
2158,58,CLAPTON ERIC Slowhand LP,False,clapton eric slowhand lp,['clapton eric slowhand lp'],1,4
2159,58,CLAPTON ERIC The Best Of Eric Clapton LP,False,clapton eric the best of eric clapton lp,['clapton eric the best of eric clapton lp'],1,8
2160,56,CLAPTON ERIC The Platinum Collection 3CD (Businesses).,False,clapton eric the platinum collection 3cd businesses,"['clapton eric the platinum collection 3cd', 'businesses']",2,6
2161,58,CLAPTON ERIC Unplugged 2LP,False,clapton eric unplugged 2lp,['clapton eric unplugged 2lp'],1,4
2162,59,CLAPTON ERIC Unplugged DVD,False,clapton eric unplugged dvd,['clapton eric unplugged dvd'],1,4
2163,55,CLAPTON ERIC & B.B. KING Riding With The King,False,clapton eric bb king riding with the king,['clapton eric bb king riding with the king'],1,8
2164,58,CLAPTON ERIC & B.B. KING Riding With The King 2LP,True,clapton eric bb king riding with the king 2lp,['clapton eric bb king riding with the king 2lp'],1,9
2165,59,CLAPTON ERIC & STEWE WINWOOD Live From Madison Square Garden Blu-Ray (firms).,False,clapton eric stewe winwood live from madison square garden bluray firms,"['clapton eric stewe winwood live from madison square garden bluray', 'firms']",2,10
2166,58,CLAPTON ERIC & STEWE WINWOOD Live from Madison Square Garden 3LP,False,clapton eric stewe winwood live from madison square garden 3lp,['clapton eric stewe winwood live from madison square garden 3lp'],1,10
2167,59,CLAPTON ERIC & WINWOOD STEVE Live From Madison Square Garden Blu-Ray (Cyrus).,False,clapton eric winwood steve live from madison square garden bluray cyrus,"['clapton eric winwood steve live from madison square garden bluray', 'cyrus']",2,10
2168,56,CLAPTON ERIC & WYNTON MARSALIS Play The Blues Live From Jazz At Lincoln Center (firms).,False,clapton eric wynton marsalis play the blues live from jazz at lincoln center firms,"['clapton eric wynton marsalis play the blues live from jazz at lincoln center', 'firms']",2,13
2169,56,"CLAPTON, ERIC 24 Nights 2CD (Companies).",False,clapton eric 24 nights 2cd companies,"['clapton eric 24 nights 2cd', 'companies']",2,5
2170,56,"CLAPTON, ERIC Eric Clapton 2CD (firms).",False,clapton eric eric clapton 2cd firms,"['clapton eric eric clapton 2cd', 'firms']",2,5
2171,59,"CLAPTON, ERIC One More Car, One More Rider DVD",False,clapton eric one more car one more rider dvd,['clapton eric one more car one more rider dvd'],1,9
2172,56,"CLAPTON, ERIC Reptile (firms).",False,clapton eric reptile firms,"['clapton eric reptile', 'firms']",2,3
2173,56,"CLAPTON, ERIC Unplugged (Businesses).",False,clapton eric unplugged businesses,"['clapton eric unplugged', 'businesses']",2,3
2174,55,CLARK GARY JR. Blak And Blu,False,clark gary jr blak and blu,['clark gary jr blak and blu'],1,6
2175,55,CLAYDERMAN RICHARD The Best Of,False,clayderman richard the best of,['clayderman richard the best of'],1,5
2176,55,CLUB DES BELUGAS Fishing For Zebras (digipack),False,club des belugas fishing for zebras digipack,"['club des belugas fishing for zebras', 'digipack']",2,6
2177,55,CLUB DES BELUGAS Forward (digipack),False,club des belugas forward digipack,"['club des belugas forward', 'digipack']",2,4
2178,55,CLUB DES BELUGAS & THOMAS SIFFLING The ChinChin Sessions (digipack),False,club des belugas thomas siffling the chinchin sessions digipack,"['club des belugas thomas siffling the chinchin sessions', 'digipack']",2,8
2179,55,COCKER JOE Fire It Up,False,cocker joe fire it up,['cocker joe fire it up'],1,5
2180,58,COCKER JOE Fire It Up LP,False,cocker joe fire it up lp,['cocker joe fire it up lp'],1,6
2181,55,COCKER JOE Fire It Up Live 2CD,False,cocker joe fire it up live 2cd,['cocker joe fire it up live 2cd'],1,7
2182,55,COCKER JOE Greatest Hits,True,cocker joe greatest hits,['cocker joe greatest hits'],1,4
2183,58,COCKER JOE Greatest Hits 2LP,True,cocker joe greatest hits 2lp,['cocker joe greatest hits 2lp'],1,5
2184,55,COCKER JOE Hard Knocks,False,cocker joe hard knocks,['cocker joe hard knocks'],1,4
2185,56,COCKER JOE Hard Knocks Limited Premium Edition CD + DVD (firms).,False,cocker joe hard knocks limited premium edition cd dvd firms,"['cocker joe hard knocks limited premium edition cd dvd', 'firms']",2,9
2186,58,COCKER JOE Sheffield Steel LP,False,cocker joe sheffield steel lp,['cocker joe sheffield steel lp'],1,5
2187,55,COCKER JOE The Ultimate Collection 1968-2003 2CD,True,cocker joe the ultimate collection 19682003 2cd,['cocker joe the ultimate collection 19682003 2cd'],1,7
2188,56,"COCKER, JOE Hymn For My Soul (Businesses).",False,cocker joe hymn for my soul businesses,"['cocker joe hymn for my soul', 'businesses']",2,6
2189,59,"COCKER, JOE The Best Of - Live DVD",False,cocker joe the best of live dvd,['cocker joe the best of live dvd'],1,7
2190,55,COHEN LEONARD Old Ideas,False,cohen leonard old ideas,['cohen leonard old ideas'],1,4
2191,58,COHEN LEONARD Greatest Hits LP,True,cohen leonard greatest hits lp,['cohen leonard greatest hits lp'],1,5
2192,58,COHEN LEONARD Old Ideas Limited Edition LP,False,cohen leonard old ideas limited edition lp,['cohen leonard old ideas limited edition lp'],1,7
2193,58,COHEN LEONARD Songs From A Room LP,False,cohen leonard songs from a room lp,['cohen leonard songs from a room lp'],1,7
2194,55,COHEN LEONARD Songs From The Road,False,cohen leonard songs from the road,['cohen leonard songs from the road'],1,6
2195,55,COHEN LEONARD The Essential 2CD,False,cohen leonard the essential 2cd,['cohen leonard the essential 2cd'],1,5
2196,55,COLDPLAY Ghost Stories,True,coldplay ghost stories,['coldplay ghost stories'],1,3
2197,59,COLDPLAY Live 2012 Blu-Ray + CD Limited Edition,False,coldplay live 2012 bluray cd limited edition,['coldplay live 2012 bluray cd limited edition'],1,7
2198,55,COLDPLAY Mylo Xyloto,False,coldplay mylo xyloto,['coldplay mylo xyloto'],1,3
2199,58,COLDPLAY Mylo Xyloto LP,False,coldplay mylo xyloto lp,['coldplay mylo xyloto lp'],1,4
2200,55,COLE NATALIE Love Songs,False,cole natalie love songs,['cole natalie love songs'],1,4
2201,55,COLLINS PHIL Going Back,False,collins phil going back,['collins phil going back'],1,4
2202,58,COLLINS PHIL Going Back LP,False,collins phil going back lp,['collins phil going back lp'],1,5
2203,55,COLLINS PHIL Testify,False,collins phil testify,['collins phil testify'],1,3
2204,58,COLTRANE JOHN Africa / Brass 2LP,False,coltrane john africa brass 2lp,"['coltrane john africa', 'brass 2lp']",2,3
2205,58,COLTRANE JOHN Ballads 180 GRAMM LP,False,coltrane john ballads 180 gramm lp,['coltrane john ballads 180 gramm lp'],1,6
2206,55,COLTRANE JOHN Blue Train 2CD,True,coltrane john blue train 2cd,['coltrane john blue train 2cd'],1,5
2207,58,COLTRANE JOHN Blue Train LP,False,coltrane john blue train lp,['coltrane john blue train lp'],1,5
2208,58,COLTRANE JOHN Coltrane LP,False,coltrane john coltrane lp,['coltrane john coltrane lp'],1,4
2209,58,COLTRANE JOHN Coltrane Jazz LP,False,coltrane john coltrane jazz lp,['coltrane john coltrane jazz lp'],1,5
2210,55,COLTRANE JOHN My Favourite Things 2CD,True,coltrane john my favourite things 2cd,['coltrane john my favourite things 2cd'],1,6
2211,58,COLTRANE JOHN Ole LP,False,coltrane john ole lp,['coltrane john ole lp'],1,4
2212,58,COLTRANE JOHN Plays The Blues LP,False,coltrane john plays the blues lp,['coltrane john plays the blues lp'],1,6
2213,58,COLTRANE JOHN Standard Coltrane LP,True,coltrane john standard coltrane lp,['coltrane john standard coltrane lp'],1,5
2214,55,COLTRANE JOHN Trane`s Comin` 5CD,False,coltrane john tranes comin 5cd,['coltrane john tranes comin 5cd'],1,5
2215,55,COLTRANE JOHN Very Best Of,True,coltrane john very best of,['coltrane john very best of'],1,5
2216,55,COOPER ALICE Welcome 2 My Nightmare,False,cooper alice welcome 2 my nightmare,['cooper alice welcome 2 my nightmare'],1,6
2217,58,COOPER ALICE Welcome 2 My Nightmare 2LP,False,cooper alice welcome 2 my nightmare 2lp,['cooper alice welcome 2 my nightmare 2lp'],1,7
2218,75,COREL Pinnacle Systems STUDIO Plus V.16 Software,False,corel pinnacle systems studio plus v16 software,['corel pinnacle systems studio plus v16 software'],1,7
2219,75,COREL Pinnacle Systems STUDIO Ultimate Collection V.16 Software,False,corel pinnacle systems studio ultimate collection v16 software,['corel pinnacle systems studio ultimate collection v16 software'],1,8
2220,75,COREL Pinnacle Systems STUDIO Ultimate V.16 Software,False,corel pinnacle systems studio ultimate v16 software,['corel pinnacle systems studio ultimate v16 software'],1,7
2221,75,COREL Pinnacle Systems STUDIO V.16 Software,False,corel pinnacle systems studio v16 software,['corel pinnacle systems studio v16 software'],1,6
2222,55,CORNELL CHRIS Songbook,False,cornell chris songbook,['cornell chris songbook'],1,3
2223,55,CORSTEN FERRY Once Upon A Night 3 2CD (digipack),False,corsten ferry once upon a night 3 2cd digipack,"['corsten ferry once upon a night 3 2cd', 'digipack']",2,8
2224,55,CORSTEN FERRY WKND (digipack),False,corsten ferry wknd digipack,"['corsten ferry wknd', 'digipack']",2,3
2225,55,CRANBERRIES Roses,False,cranberries roses,['cranberries roses'],1,2
2226,58,CREAM Best Of Cream LP,True,cream best of cream lp,['cream best of cream lp'],1,5
2227,58,CREAM Disraeli Gears LP,False,cream disraeli gears lp,['cream disraeli gears lp'],1,4
2228,59,CREED Greatest Hits CD + DVD (glass),False,creed greatest hits cd dvd glass,"['creed greatest hits cd dvd', 'glass']",2,5
2229,58,CREEDENCE CLEARWATER REVIVAL Chronicle 20 Greatest Hits 2LP,False,creedence clearwater revival chronicle 20 greatest hits 2lp,['creedence clearwater revival chronicle 20 greatest hits 2lp'],1,8
2230,58,CREEDENCE CLEARWATER REVIVAL Cosmo`s Factory LP,False,creedence clearwater revival cosmos factory lp,['creedence clearwater revival cosmos factory lp'],1,6
2231,58,CREEDENCE CLEARWATER REVIVAL Creedence Clearwater Revival LP,False,creedence clearwater revival creedence clearwater revival lp,['creedence clearwater revival creedence clearwater revival lp'],1,7
2232,58,CREEDENCE CLEARWATER REVIVAL Pendulum LP,True,creedence clearwater revival pendulum lp,['creedence clearwater revival pendulum lp'],1,5
2233,58,CREEDENCE CLEARWATER REVIVAL Recollection 3 LP,False,creedence clearwater revival recollection 3 lp,['creedence clearwater revival recollection 3 lp'],1,6
2234,58,CREEDENCE CLEARWATER REVIVAL The Singles Collection Box Set 15LP,False,creedence clearwater revival the singles collection box set 15lp,['creedence clearwater revival the singles collection box set 15lp'],1,9
2235,49,CRM: effective business practice (edition 2),True,crm effective business practice edition 2,"['crm', 'effective business practice', 'edition 2']",3,3
2236,54,CRM: Russian practice effective business [Digital Version],False,crm russian practice effective business digital version,"['crm', 'russian practice effective business', 'digital version']",3,4
2237,55,SHERYL CROW 100 Miles From Memphis,False,sheryl crow 100 miles from memphis,['sheryl crow 100 miles from memphis'],1,6
2238,23,"CSI: Hard Evidence [Xbox 360, English version]",False,csi hard evidence xbox 360 english version,"['csi', 'hard evidence', 'xbox 360 english version']",3,4
2239,56,CURE 4:13 Dream (firms),False,cure 413 dream firms,"['cure 4', '13 dream', 'firms']",3,2
2240,55,CUTUGNO TOTO L`italiano La Nuova Versione,False,cutugno toto litaliano la nuova versione,['cutugno toto litaliano la nuova versione'],1,6
2241,55,CUTUGNO TOTO Maestro Collection 2CD,False,cutugno toto maestro collection 2cd,['cutugno toto maestro collection 2cd'],1,5
2242,57,CUTUGNO TOTO The Best Best (mp3-CD) (jewel),False,cutugno toto the best best mp3cd jewel,"['cutugno toto the best best', 'mp3cd', 'jewel']",3,5
2243,55,CUTUGNO TOTO Un Italiano Romantico Collection of lyrical and romantic ballads,False,cutugno toto un italiano romantico collection of lyrical and romantic ballads,['cutugno toto un italiano romantico collection of lyrical and romantic ballads'],1,11
2244,55,CYRUS MILEY Bangerz,True,cyrus miley bangerz,['cyrus miley bangerz'],1,3
2245,19,"Cabela's Adventure Camp (with support for PS Move) [PS3, English version]",False,cabelas adventure camp with support for ps move ps3 english version,"['cabelas adventure camp', 'with support for ps move', 'ps3 english version']",3,5
2246,23,"Cabela's Big Game Hunter 2012 (Game + gun) [Xbox 360, English version]",False,cabelas big game hunter 2012 game gun xbox 360 english version,"['cabelas big game hunter 2012', 'game gun', 'xbox 360 english version']",3,5
2247,19,"Cabela's Big Game Hunter 2012 (with support for PS Move) [PS3, English version]",False,cabelas big game hunter 2012 with support for ps move ps3 english version,"['cabelas big game hunter 2012', 'with support for ps move', 'ps3 english version']",3,5
2248,19,"Cabela's Dangerous Hunts 2011 (Game + gun) (with support for PS Move) [PS3, English version]",False,cabelas dangerous hunts 2011 game gun with support for ps move ps3 english version,"['cabelas dangerous hunts 2011', 'game gun', 'with support for ps move', 'ps3 english version']",4,5
2249,19,"Cabela's Dangerous Hunts 2013 [PS3, English version]",False,cabelas dangerous hunts 2013 ps3 english version,"['cabelas dangerous hunts 2013', 'ps3 english version']",2,4
2250,19,"Cabela's Survial: Shadows of Katmai (with support for PS Move) [PS3, English version]",False,cabelas survial shadows of katmai with support for ps move ps3 english version,"['cabelas survial', 'shadows of katmai', 'with support for ps move', 'ps3 english version']",4,5
2251,23,"Cabela's Survival: Shadows of Katmai [Xbox 360, English version]",False,cabelas survival shadows of katmai xbox 360 english version,"['cabelas survival', 'shadows of katmai', 'xbox 360 english version']",3,4
2252,30,"Call Of Duty: Modern Warfare 3 [PC, Jewel]",True,call of duty modern warfare 3 pc jewel,"['call of duty', 'modern warfare 3', 'pc jewel']",3,3
2253,19,"Call Of Duty: Modern Warfare 3 [PS3, Russian version]",False,call of duty modern warfare 3 ps3 russian version,"['call of duty', 'modern warfare 3', 'ps3 russian version']",3,3
2254,23,Call Of Duty: Modern Warfare 3 [Xbox 360 Russian version],True,call of duty modern warfare 3 xbox 360 russian version,"['call of duty', 'modern warfare 3', 'xbox 360 russian version']",3,4
2255,28,"Call Of Duty: Modern Warfare 3. DLC ""Collection 1"" (code in box) [PC]",False,call of duty modern warfare 3 dlc collection 1 code in box pc,"['call of duty', 'modern warfare 3 dlc', 'collection 1', 'code in box', 'pc']",5,4
2256,28,"Call Of Duty: Modern Warfare 3. DLC ""Collection 2"" (code in box) [PC]",False,call of duty modern warfare 3 dlc collection 2 code in box pc,"['call of duty', 'modern warfare 3 dlc', 'collection 2', 'code in box', 'pc']",5,4
2257,28,"Call Of Duty: Modern Warfare 3. DLC ""Collection 3"" (Code in Box) [PC]",False,call of duty modern warfare 3 dlc collection 3 code in box pc,"['call of duty', 'modern warfare 3 dlc', 'collection 3', 'code in box', 'pc']",5,4
2258,28,"Call Of Duty: Modern Warfare 3. DLC ""Collection 4"" (Code in Box) [PC]",False,call of duty modern warfare 3 dlc collection 4 code in box pc,"['call of duty', 'modern warfare 3 dlc', 'collection 4', 'code in box', 'pc']",5,4
2259,28,Call Of Duty: Modern Warfare 3. Collector's Edition [PC],False,call of duty modern warfare 3 collectors edition pc,"['call of duty', 'modern warfare 3 collectors edition', 'pc']",3,5
2260,28,Call Of Duty: Modern Warfare 3. Expanded Edition [PC],False,call of duty modern warfare 3 expanded edition pc,"['call of duty', 'modern warfare 3 expanded edition', 'pc']",3,5
2261,31,"Call of Cthulhu: Dark Corners of the Earth [PC, Digital Version]",False,call of cthulhu dark corners of the earth pc digital version,"['call of cthulhu', 'dark corners of the earth', 'pc digital version']",3,5
2262,30,Call of Duty 4. Modern Warfare (rus.v.) (PC-DVD) (Jewel),False,call of duty 4 modern warfare rusv pcdvd jewel,"['call of duty 4 modern warfare', 'rusv', 'pcdvd', 'jewel']",4,6
2263,28,"Call of Duty. Ghosts + Black Ops II [PC, Jewel Russian version]",False,call of duty ghosts black ops ii pc jewel russian version,"['call of duty ghosts black ops ii', 'pc jewel russian version']",2,7
2264,31,"Call of Duty. Ghosts Deluxe [PC, Digital Version]",True,call of duty ghosts deluxe pc digital version,"['call of duty ghosts deluxe', 'pc digital version']",2,5
2265,31,"Call of Duty. Ghosts Standar t + Call of Duty: Black Ops II [PC, Digital Version]",False,call of duty ghosts standar t call of duty black ops ii pc digital version,"['call of duty ghosts standar t call of duty', 'black ops ii', 'pc digital version']",3,9
2266,31,"Call of Duty. Ghosts Standart [PC, Digital Version]",False,call of duty ghosts standart pc digital version,"['call of duty ghosts standart', 'pc digital version']",2,5
2267,19,"Call of Duty. Ghosts [PS3, Russian version]",True,call of duty ghosts ps3 russian version,"['call of duty ghosts', 'ps3 russian version']",2,4
2268,20,"Call of Duty. Ghosts [PS4, Russian version]",False,call of duty ghosts ps4 russian version,"['call of duty ghosts', 'ps4 russian version']",2,4
2269,30,"Call of Duty. Ghosts [Pc, Digipack, Russian version]",True,call of duty ghosts pc digipack russian version,"['call of duty ghosts', 'pc digipack russian version']",2,4
2270,23,Call of Duty. Ghosts [Xbox 360 Russian version],True,call of duty ghosts xbox 360 russian version,"['call of duty ghosts', 'xbox 360 russian version']",2,4
2271,24,"Call of Duty. Ghosts [Xbox One, Russian version]",True,call of duty ghosts xbox one russian version,"['call of duty ghosts', 'xbox one russian version']",2,4
2272,31,"Call of Duty. Ghosts. Devastation (Supplement) [PC, Digital Version]",True,call of duty ghosts devastation supplement pc digital version,"['call of duty ghosts devastation', 'supplement', 'pc digital version']",3,5
2273,19,"Call of Duty. Ghosts. Free Fall Edition [PS3, Russian version]",False,call of duty ghosts free fall edition ps3 russian version,"['call of duty ghosts free fall edition', 'ps3 russian version']",2,7
2274,23,Call of Duty. Ghosts. Free Fall Edition [Xbox 360 Russian version],False,call of duty ghosts free fall edition xbox 360 russian version,"['call of duty ghosts free fall edition', 'xbox 360 russian version']",2,7
2275,31,"Call of Duty. Ghosts. Invasion (Supplement) [PC, Digital Version]",True,call of duty ghosts invasion supplement pc digital version,"['call of duty ghosts invasion', 'supplement', 'pc digital version']",3,5
2276,31,"Call of Duty. Ghosts. Nemesis (Supplement) [PC, Digital Version]",True,call of duty ghosts nemesis supplement pc digital version,"['call of duty ghosts nemesis', 'supplement', 'pc digital version']",3,5
2277,31,"Call of Duty. Ghosts. Onslaught (Supplement) [PC, Digital Version]",True,call of duty ghosts onslaught supplement pc digital version,"['call of duty ghosts onslaught', 'supplement', 'pc digital version']",3,5
2278,29,"Call of Duty. Ghosts. Collector's Edition [PC, Russian version]",False,call of duty ghosts collectors edition pc russian version,"['call of duty ghosts collectors edition', 'pc russian version']",2,6
2279,28,"Call of Duty. Ghosts. Expanded Edition [PC, Russian version]",False,call of duty ghosts expanded edition pc russian version,"['call of duty ghosts expanded edition', 'pc russian version']",2,6
2280,30,Call of Duty. World at War (PC-DVD) (Jewel),False,call of duty world at war pcdvd jewel,"['call of duty world at war', 'pcdvd', 'jewel']",3,6
2281,19,"Call of Duty. World at War (Platinum) [PS3, Russian version]",False,call of duty world at war platinum ps3 russian version,"['call of duty world at war', 'platinum', 'ps3 russian version']",3,6
2282,31,"Call of Duty: Advanced Warfare [PC, Digital Version]",False,call of duty advanced warfare pc digital version,"['call of duty', 'advanced warfare', 'pc digital version']",3,3
2283,30,"Call of Duty: Advanced Warfare [PC, Russian version]",True,call of duty advanced warfare pc russian version,"['call of duty', 'advanced warfare', 'pc russian version']",3,3
2284,19,"Call of Duty: Advanced Warfare [PS3, Russian version]",True,call of duty advanced warfare ps3 russian version,"['call of duty', 'advanced warfare', 'ps3 russian version']",3,3
2285,20,"Call of Duty: Advanced Warfare [PS4, Russian version]",True,call of duty advanced warfare ps4 russian version,"['call of duty', 'advanced warfare', 'ps4 russian version']",3,3
2286,23,Call of Duty: Advanced Warfare [Xbox 360 Russian version],True,call of duty advanced warfare xbox 360 russian version,"['call of duty', 'advanced warfare', 'xbox 360 russian version']",3,4
2287,24,"Call of Duty: Advanced Warfare [Xbox One, Russian version]",True,call of duty advanced warfare xbox one russian version,"['call of duty', 'advanced warfare', 'xbox one russian version']",3,4
2288,28,"Call of Duty: Advanced Warfare. Atlas Limited Edition [PC, Russian version]",True,call of duty advanced warfare atlas limited edition pc russian version,"['call of duty', 'advanced warfare atlas limited edition', 'pc russian version']",3,5
2289,20,"Call of Duty: Advanced Warfare. Atlas Limited Edition [PS4, English version]",False,call of duty advanced warfare atlas limited edition ps4 english version,"['call of duty', 'advanced warfare atlas limited edition', 'ps4 english version']",3,5
2290,24,"Call of Duty: Advanced Warfare. Atlas Limited Edition [Xbox One, the English version]",False,call of duty advanced warfare atlas limited edition xbox one the english version,"['call of duty', 'advanced warfare atlas limited edition', 'xbox one the english version']",3,5
2291,20,"Call of Duty: Advanced Warfare. Atlas Pro Edition [PS4, English version]",False,call of duty advanced warfare atlas pro edition ps4 english version,"['call of duty', 'advanced warfare atlas pro edition', 'ps4 english version']",3,5
2292,24,"Call of Duty: Advanced Warfare. Atlas Pro Edition [Xbox One, the English version]",False,call of duty advanced warfare atlas pro edition xbox one the english version,"['call of duty', 'advanced warfare atlas pro edition', 'xbox one the english version']",3,5
